Company Name,Address,Phone,Rating,Review_Count,Management Team,Email,Website
Mission Dental,"2656 Mission St San Francisco, CA 94110",+14152859900,3.9,73,,,https://www.yelp.com/biz/mission-dental-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Lynn Mieger, DDS","San Francisco, CA 94104",,3.4,77,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/lynn-mieger-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
San Francisco Dental Arts,"220 Montgomery St Ste 825 San Francisco, CA 94104",+14158549396,4.8,154,informationstanley s.business ownernationally,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/san-francisco-dental-arts-san-francisco-4?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
EZ Smile Family Dental Group - San Francisco,"3100 19th Ave San Francisco, CA 94132",+14155842537,3.6,103,informationjasmin r.business customer servicedec 24,alert_legal@2x.yji-3fe55ac8b5df847a46b6.png,https://www.yelp.com/biz/ez-smile-family-dental-group-san-francisco-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Kafayi Kevin, DDS","450 Sutter St Ste 1433 San Francisco, CA 94108",+14153982360,4.1,162,informationkevin k.business owneras a team we are committed to providing a unique professional experience for all who encounter our office. we have passion for excellence and growth in all areas of our profession and for treating our patients with love and respect. we will render top quality care with optimum aesthetics and function with patients,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/kafayi-kevin-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Silver Avenue Family Health Center,"1525 Silver Ave San Francisco, CA 94134",+14156571700,2.3,7,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/silver-avenue-family-health-center-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Rodney S Lee,DDS","3501 California St Ste 202 San Francisco, CA 94118",+14157511700,4.7,55,informationrodney l.business ownerbraces,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/rodney-s-lee-dds-san-francisco-3?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
SeaCliff Dental,"758 La Playa St San Francisco, CA 94121",+14154497442,4.5,218,informationdr. sam s.business ownerdental implants,40x40_free_consultations_v2@3x.yji-1de50ec58a3d58e8e260.png,https://www.yelp.com/biz/seacliff-dental-san-francisco-3?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Icon Dental,"101 Montgomery St Ste D San Francisco, CA 94101",+14152485300,4.6,176,informationmaya e.business ownerwe are committed to delivering uncompromising excellence in dental care. our mission is to provide a compassionate professional environment to make your experience safe and comfortable. we provide advanced dental and cosmetic services using the latest technologies and best materials. we closely work with dental specialists to provide comprehensive treatment with best results.,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/icon-dental-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Wayne M Wong, DDS","1030 Clement St San Francisco, CA 94118",+14153870963,4.6,33,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/wayne-m-wong-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Robyn L Moyer, DDS","2665 Ocean Ave Ste B San Francisco, CA 94132",+14155854200,4.2,22,,,https://www.yelp.com/biz/robyn-l-moyer-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Roger Lee, DDS","3580 California St Ste 301 San Francisco, CA 94118",+14159221355,5.0,17,,,https://www.yelp.com/biz/roger-lee-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
SF Premier Dental,"3998 Mission St San Francisco, CA 94112",+14152398511,4.8,54,,,https://www.yelp.com/biz/sf-premier-dental-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Endodontics and Microsurgery,"2480 Mission St Ste 333 San Francisco, CA 94110",+14159700223,5.0,167,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/endodontics-and-microsurgery-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Jang Family Dentistry,"291 Geary St Ste 610 San Francisco, CA 94102",+14159824015,4.9,61,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/jang-family-dentistry-san-francisco-2?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Katherine T. Vo, DDS","450 Sutter St Ste 2525 San Francisco, CA 94108",+14153971004,4.5,41,"informationkatherine v.business ownerhonest and individualized services
great smiles start here",default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/katherine-t-vo-dds-san-francisco-2?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Blende Dental Group,"390 Laurel St Ste 310 San Francisco, CA 94118",+14155634261,4.3,99,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/blende-dental-group-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Beverly Presley-Nelson General Dentistry,"1749 Taraval St San Francisco, CA 94116",+14157530790,4.7,20,informationdr. beverly p,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/beverly-presley-nelson-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Post Street Dental,"490 Post St Ste 520 Post Street Dental San Francisco, CA 94102",+14159864534,4.8,50,informationmatt y.business ownergeneral and cosmetic dentistry with kindness. at post street dental group,40x40_locally_owned_v2@3x.yji-04e733a7f628c96a469c.png,https://www.yelp.com/biz/post-street-dental-san-francisco-2?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Amanda Cheng,"Ste 1124 San Francisco, CA 94102",,4.7,342,"informationamanda c.business owneramerican board certified orthodontist

dr. amanda cheng obtained her doctor of medical dentistry from the harvard school of dental medicine and completed her specialty training in orthodontics and craniofacial orthopedics at the university of minnesota.

in downtown san francisco",default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/amanda-cheng-san-francisco-5?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Joseph A. Nicolas, DDS","801 Portola Dr Ste 204 San Francisco, CA 94127",+14155669700,3.9,35,informationjoseph n.business ownerdr. nicolas provides high quality cosmetic dental care,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/joseph-a-nicolas-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Studio Dental,"27 Taylor St San Francisco, CA 94102",+14155270263,4.8,186,informationsara c.business ownerstudio dental has re,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/studio-dental-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Stephen Cohen, DDS","San Francisco, CA 94108",,4.6,41,informationstephen c.business ownerdr. cohen is a board certified endodontist,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/stephen-cohen-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Juan F Luque, MD","3085 24th St Ste 201 Faces Of The Mission San Francisco, CA 94110",+14152850526,5.0,8,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/juan-f-luque-md-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Justin Lam Tin, DDS","2323 Noriega St Ste 208 San Francisco, CA 94122",+14157597888,2.8,84,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/justin-lam-tin-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"J. Reed Rayher, DDS MD","490 Post St Ste 620 Union Square Oral Surgery San Francisco, CA 94102",+14153971400,4.8,63,informationreed j. r.business ownerwith his expertise in oral and maxillofacial surgery,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/j-reed-rayher-dds-md-san-francisco-3?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Alfredo A. Dela Rosa Jr, DDS MD - Oral Surgeon","6063 Mission St Daly City, CA 94014",+14159634121,4.8,43,informationalfredo d.business ownerdr. dela rosa provides the full scope of oral surgery services including wisdom teeth extractions,40x40_available_by_appointment_v2@3x.yji-61643f38d580b49ef0e5.png,https://www.yelp.com/biz/alfredo-a-dela-rosa-jr-dds-md-oral-surgeon-daly-city?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Martin Chee, DDS","500 Sutter St Ste 523 San Francisco, CA 94108",+14152336651,4.9,29,,,https://www.yelp.com/biz/martin-chee-dds-san-francisco-3?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Discovery Pediatric Dentistry,"1700 California St Ste 200 San Francisco, CA 94109",+14154417766,4.3,80,informationdrs emily w.,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/discovery-pediatric-dentistry-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
CT Dental Group,"771 Sacramento St San Francisco, CA 94108",+14153623388,3.9,26,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/ct-dental-group-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
UCSF Buchanan Dental Center,"100 Buchanan St San Francisco, CA 94102",+14154765608,2.6,33,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/ucsf-buchanan-dental-center-san-francisco-5?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Kevin R Barry, DDS","450 Sutter St Ste 1600 San Francisco, CA 94108",+14154214824,4.6,66,informationkevin r b.business ownerat the dental practice of kevin r barry,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/kevin-r-barry-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Iverson & Syers, DDS","450 Sutter St Ste 2005 San Francisco, CA 94108",+14153981017,4.4,51,informationtodd i.business ownercosmetic dentistry,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/iverson-and-syers-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Arthur A Dugoni School of Dentistry,"155 5th St San Francisco, CA 94103",+14159296501,3.0,196,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,ortho@pacific.edu,https://www.yelp.com/biz/arthur-a-dugoni-school-of-dentistry-san-francisco-7?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Leong Dental,"199 Fremont St Ste 105 San Francisco, CA 94105",+14152785777,4.1,46,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/leong-dental-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Dental Implant and Oral Surgery Center,"2460 Mission St Ste 109 San Francisco, CA 94110",+14154017380,4.4,41,informationfrancis c.business ownerextractions of teeth,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/dental-implant-and-oral-surgery-center-san-francisco-2?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Dentistry of San Francisco - General & Cosmetic, Dr. Joseph DDS","500 Sutter St St  600 Dentistry of San Francisco San Francisco, CA 94102",+14159865323,4.5,48,informationdr. joseph s.business ownerdentistry of san francisco specializes in both general and cosmetic dentistry including invisalign,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/dentistry-of-san-francisco-general-and-cosmetic-dr-joseph-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Blair A Keck, DDS","4128 18th St San Francisco, CA 94114",,4.1,65,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/blair-a-keck-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Baldwin Louie, DDS & Patricia Louie, DDS","646 Clement St San Francisco, CA 94118",+14152211324,4.9,51,,,https://www.yelp.com/biz/baldwin-louie-dds-and-patricia-louie-dds-san-francisco-2?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Patricia M Wong, DDS","1530 Judah St San Francisco, CA 94122",+14157598680,4.8,63,who just manages other dentists and hygienists,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/patricia-m-wong-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Pacific Sky Dental,"6433 Mission St Daly City, CA 94014",+16503533130,4.8,264,,,https://www.yelp.com/biz/pacific-sky-dental-daly-city?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Lukman Dental: Erick Lukman, DMD","2480 Mission St Ste 325 San Francisco, CA 94110",+14153736772,4.7,72,,,https://www.yelp.com/biz/erick-s-lukman-dmd-lukman-dental-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Lam's Professional Dental,"1839 Irving St San Francisco, CA 94122",+14156822072,4.0,8,,,https://www.yelp.com/biz/lams-professional-dental-san-francisco-2?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
Metro Dental Group,"2233 Post St Ste 102 San Francisco, CA 94115",+14155672900,3.3,71,,,https://www.yelp.com/biz/metro-dental-group-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
California Dental,"6100 California St San Francisco, CA 94121",+14157516108,3.8,34,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/california-dental-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
"Pauline Susanto, DDS","2555 Ocean Ave Ste 204 San Francisco, CA 94127",+14153379009,3.9,8,loginclaim your business pageadvertise on yelpyelp for restaurant ownerstable managementbusiness success storiesbusiness supportyelp blog for businessyelp data for b2byelp data for b2clanguagesenglishcitiesexplore a cityaustinbaltimorecharlottechicagocolorado springscolumbusdallasdenverdetroitel pasofort worthhoustonindianapolisjacksonvillelas vegaslos angelesmiaminashvillenew yorkoklahoma cityphiladelphiaphoenixportlandsacramentosan antoniosan diegosan franciscosan joseseattlewashingtonaboutblogsupporttermsprivacy policyyour privacy choicescopyright,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/pauline-susanto-dds-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
San Bruno Avenue Dental Group,"2817 San Bruno Ave San Francisco, CA 94134",+14156562868,3.6,124,informationjustin t.business ownerour mission is to provide compassionate and exemplary dental care that is affordable for families and patients wanting to achieve and maintain total dental and oral health.  san francisco dental group staff are dedicated to providing you with a pleasant visit and results that you,default_user_avatar_64x64_v2@2x.yji-cfb49ee371b5b7711e94.png,https://www.yelp.com/biz/san-bruno-avenue-dental-group-san-francisco?adjust_creative=RuNDS0w1-eq7bTiE_rnn-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=RuNDS0w1-eq7bTiE_rnn-A
